               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.032051,            0.023754,           0.0010257,             0.88504,             0.81611,             0.88531,              0.6244,            0.028308,            0.011155,          0.00055708,            0.002278,            0.002278,            0.002278
                  80,            0.031714,              0.0229,           0.0010353,             0.91793,             0.79348,             0.87594,             0.61477,            0.028814,            0.011317,           0.0007089,            0.002179,            0.002179,            0.002179
                  81,             0.03188,            0.022993,           0.0010229,             0.90546,             0.81777,              0.8879,             0.62873,            0.028238,            0.011036,           0.0007647,             0.00208,             0.00208,             0.00208
                  82,            0.031127,            0.022755,           0.0010178,             0.90405,             0.81822,             0.88789,             0.63361,            0.028199,            0.010946,          0.00063554,            0.001981,            0.001981,            0.001981
                  83,            0.031407,            0.022823,           0.0010197,             0.89699,             0.82678,             0.88014,             0.62967,            0.028366,            0.011133,          0.00055719,            0.001882,            0.001882,            0.001882
                  84,            0.031192,            0.022766,           0.0010111,             0.89726,             0.80897,              0.8801,             0.62298,             0.02811,            0.011203,          0.00062913,            0.001783,            0.001783,            0.001783
                  85,            0.030755,            0.022979,          0.00093665,             0.90713,             0.82209,             0.88754,             0.63311,            0.027931,            0.011004,          0.00082878,            0.001684,            0.001684,            0.001684
                  86,            0.031384,            0.022896,          0.00077422,             0.90681,             0.82742,             0.88593,             0.63469,            0.028081,            0.010936,          0.00072472,            0.001585,            0.001585,            0.001585
                  87,            0.031119,            0.022583,          0.00097636,             0.91074,               0.817,             0.87876,             0.63246,              0.0281,            0.011043,          0.00070151,            0.001486,            0.001486,            0.001486
                  88,            0.030403,            0.022733,          0.00098601,             0.90841,             0.83314,             0.88753,             0.63922,            0.027811,             0.01102,          0.00058608,            0.001387,            0.001387,            0.001387
                  89,            0.030899,            0.022568,          0.00091253,             0.89373,             0.84101,              0.8905,             0.63834,            0.027802,            0.010895,          0.00057951,            0.001288,            0.001288,            0.001288
                  90,            0.030761,            0.022541,          0.00096066,             0.90901,             0.82595,             0.88344,             0.63286,            0.028204,            0.010938,          0.00056872,            0.001189,            0.001189,            0.001189
                  91,            0.030075,            0.021936,          0.00096038,             0.91957,              0.8235,             0.88984,             0.63647,            0.027946,            0.010898,          0.00075632,             0.00109,             0.00109,             0.00109
                  92,            0.030242,            0.022542,          0.00080228,             0.90237,              0.8274,             0.88796,             0.63949,            0.028089,            0.010901,          0.00080613,            0.000991,            0.000991,            0.000991
                  93,            0.030478,            0.021888,           0.0010997,              0.8895,             0.83371,             0.88578,             0.64012,            0.027836,            0.011034,          0.00060363,            0.000892,            0.000892,            0.000892
                  94,            0.030409,            0.022125,          0.00087644,             0.89445,             0.84087,             0.89025,              0.6346,             0.02784,            0.010979,          0.00061505,            0.000793,            0.000793,            0.000793
                  95,            0.029841,            0.021944,          0.00066581,             0.87905,             0.84779,             0.88927,             0.63937,            0.027749,            0.010989,          0.00058894,            0.000694,            0.000694,            0.000694
                  96,            0.030623,            0.022231,          0.00072136,             0.90053,             0.85073,             0.89112,             0.64544,            0.027697,            0.010908,           0.0006948,            0.000595,            0.000595,            0.000595
                  97,            0.030049,            0.021758,          0.00080434,             0.90584,             0.84235,             0.89343,             0.64299,            0.027804,            0.010977,          0.00064199,            0.000496,            0.000496,            0.000496
                  98,            0.030262,            0.022472,          0.00091247,             0.91419,             0.83732,             0.89226,             0.64498,            0.027637,             0.01095,          0.00060292,            0.000397,            0.000397,            0.000397
                  99,            0.029704,            0.021436,          0.00070461,              0.9046,             0.82776,             0.88861,             0.64166,            0.027684,            0.010942,           0.0005994,            0.000298,            0.000298,            0.000298
